Idopont,CPU_szazalek,RAM_GB,GPU_szazalek,VRAM_GB,GPU_Watt,GPU_Celsius
18:50:14,50.1,14.86,8,11.32,40.3,46
18:50:15,50.2,14.86,8,11.32,40.3,46
18:50:16,50.2,14.85,12,11.32,40.1,46
18:50:17,50.1,14.85,16,11.32,40.9,46
18:50:18,50.3,14.85,15,11.32,40.5,46
18:50:19,50.2,14.84,16,11.32,40.6,46
18:50:20,9.7,14.84,0,11.32,31.6,45
18:50:21,0.0,14.83,0,11.32,17.9,45
18:50:22,37.9,14.98,0,11.38,18.1,45
18:50:23,42.5,15.76,0,11.38,18.5,45
18:50:24,36.2,15.78,82,11.38,49.0,51
18:50:25,50.1,15.78,15,11.38,62.7,46
18:50:26,50.2,15.78,8,11.38,46.3,49
18:50:27,50.2,15.78,8,11.38,40.3,47
18:50:28,50.1,15.78,8,11.38,39.3,46
18:50:29,50.1,15.77,11,11.38,40.1,46
18:50:30,50.3,15.77,16,11.38,40.7,46
18:50:31,50.2,15.77,15,11.38,41.2,46
18:50:32,50.2,15.77,15,11.38,40.6,46
18:50:33,50.2,15.77,15,11.38,41.2,46
18:50:34,50.2,15.77,9,11.38,40.6,49
18:50:35,50.1,15.76,8,11.38,41.1,48
18:50:36,50.1,15.76,8,11.38,39.8,47
18:50:37,50.1,15.76,8,11.38,40.3,47
18:50:38,50.2,15.76,16,11.38,40.4,47
18:50:39,50.1,15.76,15,11.38,41.1,46
18:50:40,50.2,15.76,16,11.38,41.2,46
18:50:41,50.2,15.76,14,11.38,40.7,46
18:50:42,50.2,15.76,8,11.38,41.5,50
18:50:43,40.9,15.76,8,11.38,40.7,48
18:50:44,0.1,15.76,0,11.38,25.1,46
18:50:45,9.1,15.83,0,11.38,21.0,46
18:50:46,50.1,15.85,0,11.38,16.7,46
18:50:47,31.7,16.39,81,11.38,18.8,47
18:50:48,47.5,16.69,15,11.38,88.5,48
18:50:49,50.2,16.69,8,11.38,46.5,50
18:50:50,50.1,16.68,8,11.38,43.6,47
18:50:51,50.2,16.68,13,11.38,40.6,47
18:50:52,50.1,16.67,15,11.38,41.0,47
18:50:53,50.1,16.67,15,11.38,40.6,47
18:50:54,50.2,16.67,15,11.38,41.4,47
18:50:55,50.1,16.66,10,11.38,41.2,49
18:50:56,50.2,16.66,8,11.38,41.3,49
18:50:57,50.2,16.66,8,11.38,40.8,48
18:50:58,50.1,16.66,8,11.38,40.6,48
18:50:59,50.2,16.66,9,11.38,39.9,47
18:51:00,50.1,16.66,16,11.38,40.5,47
18:51:01,50.1,16.65,16,11.38,41.7,47
18:51:02,50.4,16.65,15,11.38,41.1,47
18:51:03,50.2,16.65,15,11.38,41.0,47
18:51:04,50.2,16.65,12,11.38,40.9,48
18:51:05,50.1,16.64,8,11.38,41.7,50
18:51:06,50.1,16.64,8,11.38,40.8,48
18:51:07,50.2,16.64,8,11.38,40.2,48
18:51:08,50.1,16.63,11,11.38,40.1,48
18:51:09,50.1,16.63,16,11.38,41.6,48
18:51:10,8.8,16.63,0,11.38,33.3,47
18:51:11,0.1,16.63,0,11.38,18.1,47
18:51:12,16.7,16.68,0,11.38,18.1,47
18:51:13,50.2,16.68,0,11.38,17.0,46
18:51:14,23.9,16.49,0,11.38,16.9,46
18:51:15,40.6,16.77,84,11.38,46.0,53
18:51:16,50.1,16.77,16,11.38,58.7,48
18:51:17,50.0,16.77,16,11.38,45.4,48
18:51:18,50.0,16.77,11,11.38,40.2,48
18:51:19,50.1,16.77,8,11.38,40.3,48
18:51:20,50.1,16.77,8,11.38,40.7,49
18:51:21,50.0,16.77,8,11.38,40.2,48
18:51:22,50.0,16.77,8,11.38,40.4,51
18:51:23,50.0,16.77,14,11.38,40.3,48
18:51:24,50.1,16.77,15,11.38,40.9,48
18:51:25,50.0,16.77,11,11.38,39.6,48
18:51:26,50.0,16.77,8,11.38,41.0,48
18:51:27,50.0,16.77,8,11.38,40.2,49
18:51:28,50.1,16.77,8,11.38,40.5,51
18:51:29,50.0,16.77,8,11.38,40.7,52
18:51:30,50.0,16.77,15,11.38,40.9,48
18:51:31,50.1,16.77,15,11.38,41.3,48
18:51:32,50.1,16.77,15,11.38,41.4,48
18:51:33,50.1,16.77,15,11.38,39.7,48
18:51:34,50.1,16.77,15,11.38,41.0,48
18:51:35,50.0,16.77,16,11.38,41.3,48
18:51:36,50.3,16.77,13,11.38,40.3,49
18:51:37,50.1,16.77,9,11.38,40.6,49
18:51:38,50.0,16.77,8,11.38,40.6,49
18:51:39,50.0,16.77,13,11.38,41.3,49
18:51:40,50.0,16.78,16,11.38,41.0,48
18:51:41,50.1,16.78,16,11.38,41.6,49
18:51:42,50.2,16.78,16,11.38,41.3,49
18:51:43,50.1,16.78,16,11.38,40.7,49
18:51:44,50.1,16.78,8,11.38,40.3,49
18:51:45,50.0,16.78,8,11.38,40.7,49
18:51:46,45.5,16.78,8,11.38,41.3,50
18:51:47,0.1,16.78,0,11.38,27.8,48
18:51:48,5.6,16.80,0,11.38,16.7,48
18:51:49,49.1,16.85,0,11.38,17.0,48
18:51:50,33.3,17.02,0,11.38,17.1,48
18:51:51,29.4,16.97,88,11.38,72.8,61
18:51:52,50.0,16.97,8,11.38,58.4,50
18:51:53,50.1,16.97,8,11.38,45.6,50
18:51:54,50.2,16.97,10,11.38,40.3,49
18:51:55,50.1,16.97,10,11.38,41.1,49
18:51:56,50.1,16.97,9,11.38,40.4,49
18:51:57,50.0,16.97,8,11.38,41.1,49
18:51:58,50.1,16.97,8,11.38,40.4,49
18:51:59,50.1,16.98,8,11.38,41.2,49
18:52:00,50.2,16.98,8,11.38,40.7,49
18:52:01,50.1,16.98,8,11.38,40.6,49
18:52:02,50.3,16.98,8,11.38,40.6,50
18:52:03,50.0,16.98,8,11.38,41.5,51
18:52:04,50.1,16.98,8,11.38,40.6,51
18:52:05,50.1,16.98,8,11.38,41.1,52
18:52:06,50.2,16.98,8,11.38,41.3,52
18:52:07,50.1,16.98,8,11.38,41.2,51
18:52:08,50.1,16.97,8,11.38,41.1,51
18:52:09,50.1,16.97,8,11.38,40.5,50
18:52:10,50.0,16.97,8,11.38,41.2,50
18:52:11,50.1,16.97,8,11.38,40.5,51
18:52:12,50.0,16.97,16,11.38,40.7,49
18:52:13,50.1,16.97,16,11.38,41.5,49
18:52:14,50.1,16.97,16,11.38,41.6,49
18:52:16,50.1,16.97,15,11.38,41.2,50
18:52:17,31.9,16.97,0,11.38,35.6,49
18:52:18,0.1,16.97,0,11.38,22.2,49
18:52:19,11.4,16.89,0,11.38,17.4,49
18:52:20,50.1,16.91,0,11.38,17.5,49
18:52:21,38.3,17.12,0,11.38,17.6,48
18:52:22,29.0,16.86,82,11.38,49.7,54
18:52:23,46.6,16.94,15,11.38,67.5,50
18:52:24,50.1,16.94,15,11.38,47.1,50
18:52:25,50.2,16.94,15,11.38,42.8,50
18:52:26,50.1,16.94,15,11.38,42.2,50
18:52:27,50.1,16.94,15,11.38,40.5,50
18:52:28,50.2,16.94,15,11.38,42.1,50
18:52:29,50.1,16.95,15,11.38,42.0,50
18:52:30,50.1,16.95,15,11.38,42.1,50
18:52:31,50.1,16.95,15,11.38,41.4,50
18:52:32,50.1,16.95,15,11.38,41.4,50
18:52:33,50.2,16.95,15,11.38,41.8,50
18:52:34,50.1,16.95,15,11.38,41.2,50
18:52:35,50.1,16.95,15,11.38,42.1,50
18:52:36,50.2,16.95,15,11.38,41.4,50
18:52:37,50.0,16.95,15,11.38,42.0,50
18:52:38,50.2,16.95,14,11.38,41.5,51
18:52:39,50.1,16.95,10,11.38,42.0,52
18:52:40,50.0,16.95,16,11.38,42.1,50
18:52:41,50.2,16.95,16,11.38,41.4,50
18:52:42,50.1,16.95,15,11.38,42.3,50
18:52:43,50.1,16.95,16,11.38,42.5,50
18:52:44,50.1,16.95,16,11.38,41.7,50
18:52:45,50.1,16.95,16,11.38,42.6,50
18:52:46,50.2,16.95,16,11.38,41.9,50
18:52:47,33.4,16.95,0,11.38,36.7,50
18:52:48,0.0,16.95,0,11.38,21.8,49
18:52:49,0.0,16.95,0,11.38,17.5,49
18:52:50,9.3,16.88,0,11.38,18.2,49
18:52:51,50.1,16.91,0,11.38,19.0,49
18:52:52,27.9,16.69,0,11.38,18.3,49
18:52:53,37.0,16.94,18,11.38,90.2,53
18:52:54,50.2,16.94,15,11.38,47.2,51
18:52:55,50.1,16.94,15,11.38,45.5,50
18:52:56,50.1,16.94,15,11.38,41.3,50
18:52:57,50.1,16.94,14,11.38,41.9,52
18:52:58,50.1,16.94,10,11.38,41.6,53
18:52:59,50.1,16.94,11,11.38,42.1,53
18:53:00,50.2,16.94,10,11.38,41.7,53
18:53:01,50.1,16.94,12,11.38,41.5,53
18:53:02,50.1,16.94,9,11.38,42.1,54
18:53:03,50.4,16.94,8,11.38,41.7,52
18:53:04,50.1,16.95,8,11.38,41.7,52
18:53:05,50.1,16.95,8,11.38,41.2,53
18:53:06,50.3,16.95,8,11.38,41.7,52
18:53:07,50.1,16.95,8,11.38,41.6,51
18:53:08,50.1,16.95,8,11.38,41.8,51
18:53:09,50.1,16.95,8,11.38,41.1,51
18:53:10,50.1,16.95,9,11.38,41.2,51
18:53:11,50.1,16.95,15,11.38,41.8,51
18:53:12,50.2,16.95,15,11.38,41.6,51
18:53:13,50.1,16.95,16,11.38,42.1,51
18:53:14,50.1,16.95,14,11.38,41.3,51
18:53:15,50.1,16.95,14,11.38,42.2,51
18:53:16,50.1,16.95,11,11.38,41.3,51
18:53:17,50.2,16.95,8,11.38,41.8,51
18:53:18,50.1,16.95,8,11.38,41.2,52
18:53:19,50.2,16.95,8,11.38,41.9,52
18:53:20,50.1,16.94,8,11.38,41.3,52
18:53:21,50.1,16.94,8,11.38,42.1,53
18:53:22,50.2,16.94,8,11.38,42.0,54
18:53:23,50.1,16.94,8,11.38,41.8,54
18:53:24,50.2,16.95,8,11.38,42.0,54
18:53:25,50.1,16.95,10,11.38,42.4,54
18:53:26,50.1,16.95,12,11.38,42.1,53
18:53:27,30.9,16.95,0,11.38,37.4,51
18:53:28,0.1,16.95,0,11.38,19.6,50
18:53:29,6.5,16.97,0,11.38,18.4,50
18:53:30,50.1,17.04,0,11.38,17.9,50
18:53:31,32.4,16.69,93,11.38,42.2,61
18:53:32,47.3,16.60,8,11.38,72.8,52
18:53:33,50.1,16.60,8,11.38,46.8,52
18:53:34,50.1,16.60,9,11.38,42.9,52
18:53:35,50.1,16.60,15,11.38,43.5,51
18:53:36,50.2,16.59,15,11.38,42.9,51
18:53:37,50.1,16.59,8,11.38,42.8,55
18:53:38,50.1,16.59,8,11.38,42.0,52
18:53:39,50.1,16.59,8,11.38,41.2,52
18:53:40,50.1,16.59,8,11.38,42.2,52
18:53:41,50.2,16.59,8,11.38,41.2,52
18:53:42,50.1,16.59,15,11.38,42.2,52
18:53:43,50.1,16.59,15,11.38,42.8,52
18:53:44,50.1,16.59,15,11.38,42.5,52
18:53:45,50.1,16.59,15,11.38,41.9,51
18:53:46,50.1,16.59,14,11.38,41.9,53
18:53:47,50.2,16.58,15,11.38,42.4,51
18:53:48,50.1,16.58,13,11.38,41.7,53
18:53:49,50.2,16.58,10,11.38,42.5,55
18:53:50,50.1,16.58,8,11.38,42.1,53
18:53:51,50.2,16.58,8,11.38,41.5,52
18:53:52,50.0,16.58,8,11.38,41.4,52
18:53:53,50.1,16.58,10,11.38,42.2,52
18:53:54,50.2,16.58,15,11.38,42.0,52
18:53:55,50.1,16.58,15,11.38,42.9,52
18:53:56,50.1,16.58,15,11.38,43.0,52
18:53:57,50.1,16.58,15,11.38,42.5,52
18:53:58,50.2,16.57,15,11.38,43.0,52
18:53:59,50.1,16.57,15,11.38,42.1,52
18:54:00,50.2,16.57,16,11.38,43.0,52
18:54:01,50.1,16.57,16,11.38,42.0,52
18:54:02,50.1,16.57,14,11.38,41.6,52
18:54:03,50.4,16.57,10,11.38,42.1,52
18:54:04,50.1,16.57,10,11.38,42.7,52
18:54:05,50.1,16.57,8,11.38,41.8,52
18:54:06,50.1,16.57,8,11.38,41.8,53
18:54:07,50.1,16.57,8,11.38,42.4,53
18:54:08,50.2,16.57,8,11.38,41.9,53
18:54:09,50.2,16.57,8,11.38,42.2,53
18:54:10,35.6,16.57,0,11.38,39.1,52
18:54:11,0.1,16.57,0,11.38,19.4,51
18:54:12,17.5,16.61,0,11.38,18.0,51
18:54:13,50.1,16.59,0,11.38,18.0,51
18:54:14,31.0,16.38,81,11.38,47.8,58
18:54:15,48.3,16.66,15,11.38,70.7,53
18:54:16,50.2,16.66,12,11.38,47.7,55
18:54:17,50.2,16.66,8,11.38,44.7,53
18:54:18,50.1,16.66,8,11.38,42.1,53
18:54:19,50.1,16.66,15,11.38,42.3,52
18:54:20,50.1,16.65,15,11.38,42.8,52
18:54:21,50.1,16.65,15,11.38,42.6,52
18:54:22,50.1,16.65,15,11.38,43.2,52
18:54:23,50.1,16.65,15,11.38,43.1,52
18:54:24,50.1,16.64,12,11.38,42.2,55
18:54:25,50.2,16.63,8,11.38,42.2,54
18:54:26,50.1,16.63,8,11.38,41.8,55
18:54:27,50.1,16.62,8,11.38,42.3,54
18:54:28,50.1,16.62,8,11.38,41.6,53
18:54:29,50.2,16.61,8,11.38,42.2,53
18:54:30,50.1,16.61,11,11.38,42.2,53
18:54:31,50.2,16.61,15,11.38,42.7,53
18:54:32,50.1,16.60,15,11.38,43.1,53
18:54:33,50.1,16.60,15,11.38,43.3,52
18:54:34,50.1,16.60,15,11.38,42.8,52
18:54:35,50.2,16.60,14,11.38,42.9,54
18:54:36,50.2,16.60,8,11.38,43.0,55
18:54:37,50.1,16.60,8,11.38,42.8,54
18:54:38,50.3,16.59,8,11.38,43.1,54
18:54:39,50.1,16.59,8,11.38,42.3,53
18:54:40,50.1,16.59,8,11.38,43.0,53
18:54:41,50.2,16.59,8,11.38,42.4,53
18:54:42,50.1,16.59,8,11.38,42.3,53
18:54:43,50.1,16.59,8,11.38,43.2,54
18:54:44,50.2,16.58,8,11.38,43.1,54
18:54:45,50.2,16.58,8,11.38,42.2,53
18:54:46,50.1,16.58,8,11.38,43.1,53
18:54:47,30.3,16.58,0,11.38,38.2,52
18:54:48,0.0,16.58,0,11.38,24.2,52
18:54:49,5.1,16.64,0,11.38,18.8,52
18:54:50,49.1,16.61,0,11.38,18.7,52
18:54:51,37.8,16.37,0,11.38,18.8,52
18:54:52,41.7,16.59,15,11.38,74.2,54
18:54:53,50.1,16.59,8,11.38,48.5,56
18:54:54,50.1,16.59,8,11.38,46.3,54
18:54:55,50.1,16.58,13,11.38,42.7,53
18:54:56,50.2,16.58,15,11.38,43.6,53
18:54:57,50.1,16.58,15,11.38,43.0,53
18:54:58,50.1,16.58,15,11.38,43.8,53
18:54:59,50.1,16.58,11,11.38,43.2,56
18:55:00,50.1,16.58,8,11.38,43.0,54
18:55:01,50.1,16.58,8,11.38,42.4,55
18:55:02,50.3,16.58,8,11.38,43.1,54
18:55:03,50.2,16.58,8,11.38,42.8,54
18:55:04,50.2,16.58,8,11.38,42.1,53
18:55:05,50.2,16.58,14,11.38,43.2,53
18:55:06,50.3,16.58,15,11.38,43.8,53
18:55:07,50.1,16.58,15,11.38,43.0,53
18:55:08,50.0,16.58,15,11.38,43.9,53
18:55:09,50.1,16.58,15,11.38,43.1,53
18:55:10,50.1,16.58,15,11.38,43.7,55
18:55:11,50.1,16.57,15,11.38,43.6,53
18:55:12,50.1,16.57,11,11.38,42.8,56
18:55:13,50.2,16.57,8,11.38,43.5,55
18:55:14,50.2,16.57,8,11.38,42.3,54
18:55:15,50.1,16.56,8,11.38,42.6,54
18:55:16,50.1,16.56,8,11.38,43.2,54
18:55:17,50.1,16.56,8,11.38,42.8,54
18:55:18,50.1,16.55,8,11.38,42.7,54
18:55:19,50.1,16.55,8,11.38,42.8,54
18:55:20,50.2,16.55,8,11.38,43.4,54
18:55:21,50.2,16.55,8,11.38,42.7,53
18:55:22,50.1,16.55,8,11.38,43.6,53
18:55:23,50.1,16.55,8,11.38,42.9,53
18:55:24,50.3,16.54,8,11.38,43.5,53
18:55:25,9.1,16.54,0,11.38,31.5,53
18:55:26,0.1,16.54,0,11.38,23.3,53
18:55:27,25.1,16.61,0,11.38,19.4,52
18:55:28,50.1,16.63,0,11.38,18.9,52
18:55:29,33.4,16.33,81,11.38,24.7,57
18:55:30,45.6,16.65,15,11.38,89.9,55
18:55:31,50.1,16.64,15,11.38,48.6,54
18:55:32,50.2,16.63,8,11.38,45.7,54
18:55:33,50.1,16.63,8,11.38,43.1,54
18:55:34,50.1,16.63,8,11.38,43.4,54
18:55:35,50.2,16.63,8,11.38,43.1,54
18:55:36,50.2,16.62,9,11.38,43.0,55
18:55:37,50.1,16.62,12,11.38,42.4,57
18:55:38,50.1,16.62,16,11.38,42.8,56
18:55:39,50.1,16.62,15,11.38,43.3,55
18:55:40,50.1,16.62,15,11.38,43.4,54
18:55:41,50.2,16.62,15,11.38,43.6,54
18:55:42,50.1,16.62,14,11.38,43.2,54
18:55:43,50.2,16.62,8,11.38,43.0,54
18:55:44,50.1,16.62,8,11.38,42.9,54
18:55:45,50.1,16.62,8,11.38,43.3,54
18:55:46,50.2,16.62,8,11.38,43.2,55
18:55:47,50.1,16.62,12,11.38,42.6,57
18:55:48,50.1,16.62,15,11.38,45.0,55
18:55:49,50.1,16.62,16,11.38,43.9,55
18:55:50,50.2,16.62,16,11.38,43.4,55
18:55:51,50.1,16.62,16,11.38,43.1,55
18:55:52,50.2,16.61,16,11.38,43.8,55
18:55:53,50.1,16.61,16,11.38,43.2,55
18:55:54,50.2,16.60,16,11.38,43.8,55
18:55:55,50.2,16.60,16,11.38,43.7,55
18:55:56,50.1,16.60,16,11.38,43.9,55
18:55:57,50.2,16.60,15,11.38,43.4,55
18:55:58,50.1,16.60,16,11.38,44.0,54
18:55:59,50.2,16.60,16,11.38,43.3,54
18:56:00,50.1,16.60,16,11.38,43.5,54
18:56:01,50.1,16.59,16,11.38,43.7,54
18:56:02,50.2,16.59,16,11.38,43.4,55
18:56:03,52.4,16.60,13,11.38,42.7,57
18:56:04,50.2,16.60,12,11.38,43.4,57
18:56:05,50.1,16.60,8,11.38,42.7,55
18:56:06,50.1,16.60,8,11.38,42.8,54
18:56:07,50.1,16.60,8,11.38,43.4,54
18:56:08,50.1,16.60,10,11.38,42.6,54
18:56:09,50.1,16.60,15,11.38,43.5,54
18:56:10,50.2,16.60,16,11.38,43.9,54
18:56:11,50.2,16.60,16,11.38,43.6,55
18:56:12,50.1,16.60,16,11.38,44.3,55
18:56:13,50.2,16.60,16,11.38,43.5,55
18:56:14,50.2,16.60,16,11.38,44.3,55
18:56:15,50.1,16.60,16,11.38,43.6,55
18:56:16,50.1,16.60,16,11.38,44.1,56
18:56:17,50.2,16.60,16,11.38,43.5,57
18:56:18,50.1,16.60,12,11.38,42.9,55
